-0.0408176443,0.0313452059
-0.0513893372,1.5949122817
-0.0513893372,2.4949339619
-0.0513893372,2.8302361565
-0.0584371324,2.9572980408
-0.0549132348,3.0102404926
0.2904287318,3.0561239508
1.8867543532,3.1443613704
2.5950577745,3.1267138865
2.8593500959,3.0914189186
2.9650670245,3.0737714347
3.0038298983,3.0596534476
3.024973284,3.0561239508
2.5386754126,3.0172994861
-0.0408176443,2.8902376019
-0.06196103,2.9855340151
-0.0690088253,3.0208289829
-0.0690088253,3.0384764668
-0.0690088253,3.0455354604
-0.06196103,3.052594454
-0.06196103,3.0561239508
0.9670170747,3.1408318736
2.2638113984,3.1796563382
2.7395375769,3.1373023768
2.9192563555,3.1055369058
2.9862104102,3.0878894218
3.0108776935,3.084359925
3.0284971816,3.084359925
1.213689908,2.9467095504
-0.0549132348,2.9643570344
-0.0690088253,3.0243584797
-0.0690088253,3.0561239508
-0.0725327229,3.0667124411
-0.0725327229,3.0702419379
-0.0725327229,3.0702419379
0.1142338509,3.0878894218
1.6894160865,3.1796563382
2.5140081293,3.1690678479
2.8346828126,3.1373023768
2.950971434,3.1125958993
2.9967821031,3.102007409
3.0179254888,3.0949484154
2.9439236388,3.0702419379
-0.0337698491,2.9220030729
-0.0690088253,3.0067109958
-0.0760566205,3.052594454
-0.0725327229,3.0702419379
-0.0760566205,3.0773009315
-0.0725327229,3.0773009315
-0.0725327229,3.0773009315
0.7027247532,3.13377288
2.1475227769,3.1902448286
2.6866791126,3.1549498607
2.8910651745,3.1302433833
2.9756387174,3.1055369058
3.0144015912,3.0878894218
3.024973284,3.0914189186
1.6506532127,2.9855340151
-0.0584371324,2.9749455247
-0.0725327229,0.1478185998
-0.0690088253,-0.0533627169
-0.0690088253,-0.0604217105
-0.0725327229,-0.0639512073
-0.0760566205,-0.0674807041
-0.0055786681,-0.0568922137
1.4744583318,-0.0639512073
2.4364823817,-0.0639512073
2.7959199388,-0.0674807041
2.9333519459,-0.0710102009
2.9932582055,-0.0710102009
3.0144015912,-0.0710102009
3.0320210793,-0.0710102009
